"Image size too big, the maximum size is 2MB.","Image invalide."
"Image size too small, the minimum size is 50KB.","Image invalide."
"Minimum image height supported is 300 pixels.","Image invalide."
"Maximum image height supported is 2000 pixels.","Image invalide."
"Minimum image width supported is 300 pixels.","Image invalide."
"Maximum image width supported is 2000 pixels.","Image invalide."
"Minimum number of image pixels supported is 90,000.","Image invalide."
"Maximum number of image pixels supported is 2,100,000.","Image invalide."
"Missing colour channel, the input image must be RGB or RGBA.","Image invalide."
"Grayscale images not supported.","Image invalide."
"Invalid device metadata provided.","Un problème technique est survenu."
"Please retry or contact the customer care team.","Merci de réessayer ou de contacter notre service client."
